,scene,file,split,range,0,1,2,3,4,5,6,7
5554,21_station_wedel_21.2,509,Train,[20-40[,25671,0,2293,0,1743,0,0,0
5555,21_station_wedel_21.2,509,Train,[40-60[,4094,451,1183,0,268,0,0,0
5556,21_station_wedel_21.2,509,Train,[60-80[,1824,0,296,0,0,0,0,0
5557,21_station_wedel_21.2,509,Train,[80-100[,1229,0,0,0,0,0,0,639
5558,21_station_wedel_21.2,509,Train,[100-140[,9985,0,0,0,0,0,0,0
5559,21_station_wedel_21.2,509,Train,[140-180[,749,0,0,0,0,0,0,0
5560,21_station_wedel_21.2,509,Train,[180-220[,95,0,0,0,0,0,0,0
5561,21_station_wedel_21.2,509,Train,[220-1000[,37,0,0,0,0,0,0,0
5562,21_station_wedel_21.2,550,Train,[0-20[,146122,0,10339,0,5057,0,0,0
5563,21_station_wedel_21.2,550,Train,[20-40[,26078,408,2318,0,1790,0,0,0
5564,21_station_wedel_21.2,550,Train,[40-60[,4074,104,1227,0,272,0,0,0
5565,21_station_wedel_21.2,550,Train,[60-80[,1949,0,296,0,0,0,0,0
5566,21_station_wedel_21.2,550,Train,[80-100[,1212,0,0,0,0,0,0,644
5567,21_station_wedel_21.2,550,Train,[100-140[,10049,0,0,0,0,0,0,0
5568,21_station_wedel_21.2,550,Train,[140-180[,769,0,0,0,0,0,0,0
5569,21_station_wedel_21.2,550,Train,[180-220[,77,0,0,0,0,0,0,0
5570,21_station_wedel_21.2,550,Train,[220-1000[,45,0,0,0,0,0,0,0
5571,21_station_wedel_21.2,489,Train,[0-20[,147021,0,10276,0,5119,0,0,0
5572,21_station_wedel_21.2,489,Train,[20-40[,25771,0,2237,0,1848,0,0,0
5573,21_station_wedel_21.2,489,Train,[40-60[,4103,435,1214,0,247,0,0,0
5574,21_station_wedel_21.2,489,Train,[60-80[,1675,0,286,0,0,0,0,0
5575,21_station_wedel_21.2,489,Train,[80-100[,1242,0,0,0,0,0,0,645
5576,21_station_wedel_21.2,489,Train,[100-140[,10036,0,0,0,0,0,0,0
5577,21_station_wedel_21.2,489,Train,[140-180[,743,0,0,0,0,0,0,0
5578,21_station_wedel_21.2,489,Train,[180-220[,85,0,0,0,0,0,0,0
5579,21_station_wedel_21.2,489,Train,[220-1000[,41,0,0,0,0,0,0,0
5580,21_station_wedel_21.2,520,Train,[0-20[,145964,0,10402,0,4933,0,0,0
5581,21_station_wedel_21.2,520,Train,[20-40[,25921,0,2301,0,1660,0,0,0
5582,21_station_wedel_21.2,520,Train,[40-60[,4373,469,1208,0,238,0,0,0
5583,21_station_wedel_21.2,520,Train,[60-80[,1904,0,289,0,0,0,0,0
5584,21_station_wedel_21.2,520,Train,[80-100[,1198,0,0,0,0,0,0,675
5585,21_station_wedel_21.2,520,Train,[100-140[,10070,0,0,0,0,0,0,0
5586,21_station_wedel_21.2,520,Train,[140-180[,783,0,0,0,0,0,0,0
5587,21_station_wedel_21.2,520,Train,[180-220[,116,0,0,0,0,0,0,0
5588,21_station_wedel_21.2,520,Train,[220-1000[,39,0,0,0,0,0,0,0
5589,21_station_wedel_21.2,561,Train,[0-20[,145407,0,10278,0,4827,0,0,0
5590,21_station_wedel_21.2,561,Train,[20-40[,26909,469,2213,0,1689,0,0,0
5591,21_station_wedel_21.2,561,Train,[40-60[,3743,142,1187,0,288,0,0,0
5592,21_station_wedel_21.2,561,Train,[60-80[,2015,0,287,0,0,0,0,0
5593,21_station_wedel_21.2,561,Train,[80-100[,1256,0,0,0,0,0,0,644
5594,21_station_wedel_21.2,561,Train,[100-140[,10402,0,0,0,0,0,0,0
5595,21_station_wedel_21.2,561,Train,[140-180[,765,0,0,0,0,0,0,0
5596,21_station_wedel_21.2,561,Train,[180-220[,78,0,0,0,0,0,0,0
5597,21_station_wedel_21.2,561,Train,[220-1000[,32,0,0,0,0,0,0,0
5598,21_station_wedel_21.2,513,Train,[0-20[,146102,0,10328,0,4837,0,0,0
5599,21_station_wedel_21.2,513,Train,[20-40[,26119,0,2252,0,1693,0,0,0
5600,21_station_wedel_21.2,513,Train,[40-60[,4116,446,1172,0,277,0,0,0
5601,21_station_wedel_21.2,513,Train,[60-80[,1900,0,292,0,0,0,0,0
5602,21_station_wedel_21.2,513,Train,[80-100[,1251,0,0,0,0,0,0,653
5603,21_station_wedel_21.2,513,Train,[100-140[,10280,0,0,0,0,0,0,0
5604,21_station_wedel_21.2,513,Train,[140-180[,732,0,0,0,0,0,0,0
5605,21_station_wedel_21.2,513,Train,[180-220[,61,0,0,0,0,0,0,0
5606,21_station_wedel_21.2,513,Train,[220-1000[,31,0,0,0,0,0,0,0
5607,21_station_wedel_21.2,534,Train,[0-20[,146423,0,10370,0,4811,0,0,0
5608,21_station_wedel_21.2,534,Train,[20-40[,25466,73,2322,0,1699,0,0,0
5609,21_station_wedel_21.2,534,Train,[40-60[,4333,398,1211,0,283,0,0,0
5610,21_station_wedel_21.2,534,Train,[60-80[,1919,0,314,0,0,0,0,0
5611,21_station_wedel_21.2,534,Train,[80-100[,1250,0,0,0,0,0,0,690
5612,21_station_wedel_21.2,534,Train,[100-140[,10453,0,0,0,0,0,0,0
5613,21_station_wedel_21.2,534,Train,[140-180[,765,0,0,0,0,0,0,0
5614,21_station_wedel_21.2,534,Train,[180-220[,110,0,0,0,0,0,0,0
5615,21_station_wedel_21.2,534,Train,[220-1000[,44,0,0,0,0,0,0,0
5616,21_station_wedel_21.2,524,Train,[0-20[,147093,0,10257,0,4941,0,0,0
5617,21_station_wedel_21.2,524,Train,[20-40[,25566,0,2263,0,1682,0,0,0
5618,21_station_wedel_21.2,524,Train,[40-60[,4391,481,1189,0,279,0,0,0
5619,21_station_wedel_21.2,524,Train,[60-80[,1879,0,301,0,0,0,0,0
5620,21_station_wedel_21.2,524,Train,[80-100[,1204,0,0,0,0,0,0,651
5621,21_station_wedel_21.2,524,Train,[100-140[,10068,0,0,0,0,0,0,0
5622,21_station_wedel_21.2,524,Train,[140-180[,762,0,0,0,0,0,0,0
5623,21_station_wedel_21.2,524,Train,[180-220[,79,0,0,0,0,0,0,0
5624,21_station_wedel_21.2,524,Train,[220-1000[,39,0,0,0,0,0,0,0
5625,21_station_wedel_21.2,535,Train,[0-20[,146325,0,10373,0,4826,0,0,0
5626,21_station_wedel_21.2,535,Train,[20-40[,26017,156,2334,0,1685,0,0,0
5627,21_station_wedel_21.2,535,Train,[40-60[,4222,278,1196,0,278,0,0,0
5628,21_station_wedel_21.2,535,Train,[60-80[,1909,0,288,0,0,0,0,0
5629,21_station_wedel_21.2,535,Train,[80-100[,1258,0,0,0,0,0,0,654
5630,21_station_wedel_21.2,535,Train,[100-140[,10268,0,0,0,0,0,0,0
5631,21_station_wedel_21.2,535,Train,[140-180[,763,0,0,0,0,0,0,0
5632,21_station_wedel_21.2,535,Train,[180-220[,82,0,0,0,0,0,0,0
5633,21_station_wedel_21.2,535,Train,[220-1000[,31,0,0,0,0,0,0,0
5634,21_station_wedel_21.2,515,Train,[0-20[,145730,0,10409,0,4891,0,0,0
5635,21_station_wedel_21.2,515,Train,[20-40[,26675,0,2273,0,1700,0,0,0
5636,21_station_wedel_21.2,515,Train,[40-60[,3968,444,1276,0,264,0,0,0
5637,21_station_wedel_21.2,515,Train,[60-80[,1832,0,280,0,0,0,0,0
5638,21_station_wedel_21.2,515,Train,[80-100[,1250,0,0,0,0,0,0,637
5639,21_station_wedel_21.2,515,Train,[100-140[,10254,0,0,0,0,0,0,0
5640,21_station_wedel_21.2,515,Train,[140-180[,809,0,0,0,0,0,0,0
5641,21_station_wedel_21.2,515,Train,[180-220[,79,0,0,0,0,0,0,0
5642,21_station_wedel_21.2,515,Train,[220-1000[,26,0,0,0,0,0,0,0
5643,21_station_wedel_21.2,493,Train,[0-20[,146312,0,10363,0,4927,0,0,0
5644,21_station_wedel_21.2,493,Train,[20-40[,25953,0,2216,0,1675,0,0,0
5645,21_station_wedel_21.2,493,Train,[40-60[,4260,464,1189,0,273,0,0,0
5646,21_station_wedel_21.2,493,Train,[60-80[,1742,0,310,0,0,0,0,0
5647,21_station_wedel_21.2,493,Train,[80-100[,1267,0,0,0,0,0,0,645
5648,21_station_wedel_21.2,493,Train,[100-140[,10478,0,0,0,0,0,0,0
5649,21_station_wedel_21.2,493,Train,[140-180[,756,0,0,0,0,0,0,0
5650,21_station_wedel_21.2,493,Train,[180-220[,93,0,0,0,0,0,0,0
5651,21_station_wedel_21.2,493,Train,[220-1000[,46,0,0,0,0,0,0,0
5652,21_station_wedel_21.2,529,Train,[0-20[,146759,0,10391,0,4969,0,0,0
5653,21_station_wedel_21.2,529,Train,[20-40[,25169,0,2299,0,1889,0,0,0
5654,21_station_wedel_21.2,529,Train,[40-60[,4424,475,1189,0,285,0,0,0
5655,21_station_wedel_21.2,529,Train,[60-80[,1856,0,293,0,0,0,0,0
5656,21_station_wedel_21.2,529,Train,[80-100[,1259,0,0,0,0,0,0,646
5657,21_station_wedel_21.2,529,Train,[100-140[,10175,0,0,0,0,0,0,0
5658,21_station_wedel_21.2,529,Train,[140-180[,789,0,0,0,0,0,0,0
5659,21_station_wedel_21.2,529,Train,[180-220[,142,0,0,0,0,0,0,0
5660,21_station_wedel_21.2,529,Train,[220-1000[,10,0,0,0,0,0,0,0
5661,21_station_wedel_21.2,488,Train,[0-20[,146567,0,10378,0,4871,0,0,0
5662,21_station_wedel_21.2,488,Train,[20-40[,25963,0,2288,0,1701,0,0,0
5663,21_station_wedel_21.2,488,Train,[40-60[,4173,436,1230,0,270,0,0,0
5664,21_station_wedel_21.2,488,Train,[60-80[,1776,0,290,0,0,0,0,0
5665,21_station_wedel_21.2,488,Train,[80-100[,1276,0,0,0,0,0,0,671
5666,21_station_wedel_21.2,488,Train,[100-140[,10142,0,0,0,0,0,0,0
5667,21_station_wedel_21.2,488,Train,[140-180[,740,0,0,0,0,0,0,0
5668,21_station_wedel_21.2,488,Train,[180-220[,111,0,0,0,0,0,0,0
5669,21_station_wedel_21.2,488,Train,[220-1000[,37,0,0,0,0,0,0,0
5670,21_station_wedel_21.2,540,Train,[0-20[,146257,0,10186,0,4876,0,0,0
5671,21_station_wedel_21.2,540,Train,[20-40[,25611,425,2255,0,1701,0,0,0
5672,21_station_wedel_21.2,540,Train,[40-60[,4400,71,1241,0,242,0,0,0
5673,21_station_wedel_21.2,540,Train,[60-80[,1978,0,298,0,0,0,0,0
5674,21_station_wedel_21.2,540,Train,[80-100[,1294,0,0,0,0,0,0,672
5675,21_station_wedel_21.2,540,Train,[100-140[,10192,0,0,0,0,0,0,0
5676,21_station_wedel_21.2,540,Train,[140-180[,810,0,0,0,0,0,0,0
5677,21_station_wedel_21.2,540,Train,[180-220[,104,0,0,0,0,0,0,0
5678,21_station_wedel_21.2,540,Train,[220-1000[,34,0,0,0,0,0,0,0
5679,21_station_wedel_21.2,502,Train,[0-20[,146417,0,10377,0,5035,0,0,0
5680,21_station_wedel_21.2,502,Train,[20-40[,26291,0,2375,0,1717,0,0,0
5681,21_station_wedel_21.2,502,Train,[40-60[,4210,451,1203,0,280,0,0,0
5682,21_station_wedel_21.2,502,Train,[60-80[,1729,0,290,0,0,0,0,0
5683,21_station_wedel_21.2,502,Train,[80-100[,1224,0,0,0,0,0,0,633
5684,21_station_wedel_21.2,502,Train,[100-140[,9845,0,0,0,0,0,0,0
5685,21_station_wedel_21.2,502,Train,[140-180[,721,0,0,0,0,0,0,0
5686,21_station_wedel_21.2,502,Train,[180-220[,79,0,0,0,0,0,0,0
5687,21_station_wedel_21.2,502,Train,[220-1000[,40,0,0,0,0,0,0,0
5688,21_station_wedel_21.2,505,Train,[0-20[,146237,0,10270,0,4843,0,0,0
5689,21_station_wedel_21.2,505,Train,[20-40[,25825,0,2338,0,1692,0,0,0
5690,21_station_wedel_21.2,505,Train,[40-60[,4273,471,1167,0,289,0,0,0
5691,21_station_wedel_21.2,505,Train,[60-80[,1810,0,282,0,0,0,0,0
5692,21_station_wedel_21.2,505,Train,[80-100[,1294,0,0,0,0,0,0,638
5693,21_station_wedel_21.2,505,Train,[100-140[,10583,0,0,0,0,0,0,0
5694,21_station_wedel_21.2,505,Train,[140-180[,752,0,0,0,0,0,0,0
5695,21_station_wedel_21.2,505,Train,[180-220[,91,0,0,0,0,0,0,0
5696,21_station_wedel_21.2,505,Train,[220-1000[,44,0,0,0,0,0,0,0
5697,21_station_wedel_21.2,470,Train,[0-20[,146723,0,10166,0,4917,0,0,0
5698,21_station_wedel_21.2,470,Train,[20-40[,25553,0,2171,0,1678,0,0,0
5699,21_station_wedel_21.2,470,Train,[40-60[,4311,462,1165,0,275,0,0,0
5700,21_station_wedel_21.2,470,Train,[60-80[,1744,0,306,0,0,0,0,0
5701,21_station_wedel_21.2,470,Train,[80-100[,1278,0,0,0,0,0,0,667
5702,21_station_wedel_21.2,470,Train,[100-140[,10670,0,0,0,0,0,0,0
5703,21_station_wedel_21.2,470,Train,[140-180[,700,0,0,0,0,0,0,0
5704,21_station_wedel_21.2,470,Train,[180-220[,84,0,0,0,0,0,0,0
5705,21_station_wedel_21.2,470,Train,[220-1000[,38,0,0,0,0,0,0,0
5706,21_station_wedel_21.2,473,Train,[0-20[,146337,0,10325,0,4939,0,0,0
5707,21_station_wedel_21.2,473,Train,[20-40[,25973,0,2293,0,1720,0,0,0
5708,21_station_wedel_21.2,473,Train,[40-60[,4275,463,1207,0,314,0,0,0
5709,21_station_wedel_21.2,473,Train,[60-80[,1917,0,168,0,0,0,0,0
5710,21_station_wedel_21.2,473,Train,[80-100[,1263,0,0,0,0,0,0,673
5711,21_station_wedel_21.2,473,Train,[100-140[,10187,0,0,0,0,0,0,0
5712,21_station_wedel_21.2,473,Train,[140-180[,743,0,0,0,0,0,0,0
5713,21_station_wedel_21.2,473,Train,[180-220[,80,0,0,0,0,0,0,0
5714,21_station_wedel_21.2,473,Train,[220-1000[,45,0,0,0,0,0,0,0
5715,21_station_wedel_21.2,533,Train,[0-20[,146360,0,10255,0,4817,0,0,0
5716,21_station_wedel_21.2,533,Train,[20-40[,25431,20,2293,0,1687,0,0,0
5717,21_station_wedel_21.2,533,Train,[40-60[,4294,452,1178,0,277,0,0,0
5718,21_station_wedel_21.2,533,Train,[60-80[,1985,0,290,0,0,0,0,0
5719,21_station_wedel_21.2,533,Train,[80-100[,1250,0,0,0,0,0,0,647
5720,21_station_wedel_21.2,533,Train,[100-140[,10568,0,0,0,0,0,0,0
5721,21_station_wedel_21.2,533,Train,[140-180[,757,0,0,0,0,0,0,0
5722,21_station_wedel_21.2,533,Train,[180-220[,71,0,0,0,0,0,0,0
5723,21_station_wedel_21.2,533,Train,[220-1000[,32,0,0,0,0,0,0,0
5724,21_station_wedel_21.2,482,Train,[0-20[,145822,0,10753,0,4896,0,0,0
5725,21_station_wedel_21.2,482,Train,[20-40[,26057,0,2352,0,1733,0,0,0
5726,21_station_wedel_21.2,482,Train,[40-60[,4396,456,1184,0,286,0,0,0
5727,21_station_wedel_21.2,482,Train,[60-80[,1769,0,318,0,0,0,0,0
5728,21_station_wedel_21.2,482,Train,[80-100[,1242,0,0,0,0,0,0,699
5729,21_station_wedel_21.2,482,Train,[100-140[,10002,0,0,0,0,0,0,0
5730,21_station_wedel_21.2,482,Train,[140-180[,718,0,0,0,0,0,0,0
5731,21_station_wedel_21.2,482,Train,[180-220[,103,0,0,0,0,0,0,0
5732,21_station_wedel_21.2,482,Train,[220-1000[,57,0,0,0,0,0,0,0
5733,21_station_wedel_21.2,496,Train,[0-20[,147278,0,10252,0,4961,0,0,0
5734,21_station_wedel_21.2,496,Train,[20-40[,25606,0,2258,0,1727,0,0,0
5735,21_station_wedel_21.2,496,Train,[40-60[,4320,473,1180,0,258,0,0,0
5736,21_station_wedel_21.2,496,Train,[60-80[,1763,0,296,0,0,0,0,0
5737,21_station_wedel_21.2,496,Train,[80-100[,1264,0,0,0,0,0,0,635
5738,21_station_wedel_21.2,496,Train,[100-140[,9885,0,0,0,0,0,0,0
5739,21_station_wedel_21.2,496,Train,[140-180[,709,0,0,0,0,0,0,0
5740,21_station_wedel_21.2,496,Train,[180-220[,88,0,0,0,0,0,0,0
5741,21_station_wedel_21.2,496,Train,[220-1000[,54,0,0,0,0,0,0,0
5742,21_station_wedel_21.2,512,Train,[0-20[,146272,0,10279,0,4804,0,0,0
5743,21_station_wedel_21.2,512,Train,[20-40[,26134,0,2227,0,1693,0,0,0
5744,21_station_wedel_21.2,512,Train,[40-60[,3958,475,1266,0,276,0,0,0
5745,21_station_wedel_21.2,512,Train,[60-80[,1876,0,283,0,0,0,0,0
5746,21_station_wedel_21.2,512,Train,[80-100[,1302,0,0,0,0,0,0,657
5747,21_station_wedel_21.2,512,Train,[100-140[,10336,0,0,0,0,0,0,0
5748,21_station_wedel_21.2,512,Train,[140-180[,840,0,0,0,0,0,0,0
5749,21_station_wedel_21.2,512,Train,[180-220[,104,0,0,0,0,0,0,0
5750,21_station_wedel_21.2,512,Train,[220-1000[,41,0,0,0,0,0,0,0
5751,21_station_wedel_21.2,476,Train,[0-20[,147216,0,10181,0,4928,0,0,0
5752,21_station_wedel_21.2,476,Train,[20-40[,25740,0,2309,0,1705,0,0,0
5753,21_station_wedel_21.2,476,Train,[40-60[,4337,445,1196,0,279,0,0,0
5754,21_station_wedel_21.2,476,Train,[60-80[,1735,0,296,0,0,0,0,0
5755,21_station_wedel_21.2,476,Train,[80-100[,1209,0,0,0,0,0,0,650
5756,21_station_wedel_21.2,476,Train,[100-140[,9927,0,0,0,0,0,0,0
5757,21_station_wedel_21.2,476,Train,[140-180[,737,0,0,0,0,0,0,0
5758,21_station_wedel_21.2,476,Train,[180-220[,69,0,0,0,0,0,0,0
5759,21_station_wedel_21.2,476,Train,[220-1000[,40,0,0,0,0,0,0,0
5760,21_station_wedel_21.2,559,Train,[0-20[,145673,0,10273,0,4825,0,0,0
5761,21_station_wedel_21.2,559,Train,[20-40[,26768,512,2289,0,1703,0,0,0
5762,21_station_wedel_21.2,559,Train,[40-60[,4066,135,1180,0,295,0,0,0
5763,21_station_wedel_21.2,559,Train,[60-80[,2019,0,295,0,0,0,0,0
5764,21_station_wedel_21.2,559,Train,[80-100[,1265,0,0,0,0,0,0,647
5765,21_station_wedel_21.2,559,Train,[100-140[,10260,0,0,0,0,0,0,0
5766,21_station_wedel_21.2,559,Train,[140-180[,720,0,0,0,0,0,0,0
5767,21_station_wedel_21.2,559,Train,[180-220[,68,0,0,0,0,0,0,0
5768,21_station_wedel_21.2,559,Train,[220-1000[,31,0,0,0,0,0,0,0
5769,21_station_wedel_21.2,475,Train,[0-20[,146502,0,10320,0,4955,0,0,0
5770,21_station_wedel_21.2,475,Train,[20-40[,25823,0,2295,0,1693,0,0,0
5771,21_station_wedel_21.2,475,Train,[40-60[,4338,428,1230,0,265,0,0,0
5772,21_station_wedel_21.2,475,Train,[60-80[,1786,0,233,0,0,0,0,0
5773,21_station_wedel_21.2,475,Train,[80-100[,1228,0,0,0,0,0,0,695
5774,21_station_wedel_21.2,475,Train,[100-140[,10282,0,0,0,0,0,0,0
5775,21_station_wedel_21.2,475,Train,[140-180[,745,0,0,0,0,0,0,0
5776,21_station_wedel_21.2,475,Train,[180-220[,102,0,0,0,0,0,0,0
5777,21_station_wedel_21.2,475,Train,[220-1000[,40,0,0,0,0,0,0,0
5778,21_station_wedel_21.2,552,Train,[0-20[,146547,0,10313,0,4879,0,0,0
5779,21_station_wedel_21.2,552,Train,[20-40[,25999,536,2325,0,1683,0,0,0
5780,21_station_wedel_21.2,552,Train,[40-60[,4141,104,1206,0,255,0,0,0
5781,21_station_wedel_21.2,552,Train,[60-80[,1948,0,301,0,0,0,0,0
5782,21_station_wedel_21.2,552,Train,[80-100[,1266,0,0,0,0,0,0,629
5783,21_station_wedel_21.2,552,Train,[100-140[,10126,0,0,0,0,0,0,0
5784,21_station_wedel_21.2,552,Train,[140-180[,795,0,0,0,0,0,0,0
5785,21_station_wedel_21.2,552,Train,[180-220[,78,0,0,0,0,0,0,0
5786,21_station_wedel_21.2,552,Train,[220-1000[,33,0,0,0,0,0,0,0
5787,21_station_wedel_21.2,495,Train,[0-20[,146063,0,10340,0,4945,0,0,0
5788,21_station_wedel_21.2,495,Train,[20-40[,26538,0,2280,0,1714,0,0,0
5789,21_station_wedel_21.2,495,Train,[40-60[,4312,464,1273,0,259,0,0,0
5790,21_station_wedel_21.2,495,Train,[60-80[,1673,0,283,0,0,0,0,0
5791,21_station_wedel_21.2,495,Train,[80-100[,1249,0,0,0,0,0,0,692
5792,21_station_wedel_21.2,495,Train,[100-140[,9932,0,0,0,0,0,0,0
5793,21_station_wedel_21.2,495,Train,[140-180[,797,0,0,0,0,0,0,0
5794,21_station_wedel_21.2,495,Train,[180-220[,82,0,0,0,0,0,0,0
5795,21_station_wedel_21.2,495,Train,[220-1000[,45,0,0,0,0,0,0,0
5796,21_station_wedel_21.2,530,Train,[0-20[,146611,0,10342,0,5033,0,0,0
5797,21_station_wedel_21.2,530,Train,[20-40[,25637,0,2331,0,1700,0,0,0
5798,21_station_wedel_21.2,530,Train,[40-60[,4348,484,1224,0,283,0,0,0
5799,21_station_wedel_21.2,530,Train,[60-80[,1934,0,307,0,0,0,0,0
5800,21_station_wedel_21.2,530,Train,[80-100[,1282,0,0,0,0,0,0,681
5801,21_station_wedel_21.2,530,Train,[100-140[,9937,0,0,0,0,0,0,0
5802,21_station_wedel_21.2,530,Train,[140-180[,817,0,0,0,0,0,0,0
5803,21_station_wedel_21.2,530,Train,[180-220[,93,0,0,0,0,0,0,0
5804,21_station_wedel_21.2,530,Train,[220-1000[,11,0,0,0,0,0,0,0
5805,21_station_wedel_21.2,525,Train,[0-20[,146542,0,10228,0,4906,0,0,0
5806,21_station_wedel_21.2,525,Train,[20-40[,25319,0,2322,0,1691,0,0,0
5807,21_station_wedel_21.2,525,Train,[40-60[,4567,456,1223,0,281,0,0,0
5808,21_station_wedel_21.2,525,Train,[60-80[,1913,0,314,0,0,0,0,0
5809,21_station_wedel_21.2,525,Train,[80-100[,1248,0,0,0,0,0,0,655
5810,21_station_wedel_21.2,525,Train,[100-140[,10483,0,0,0,0,0,0,0
5811,21_station_wedel_21.2,525,Train,[140-180[,780,0,0,0,0,0,0,0
5812,21_station_wedel_21.2,525,Train,[180-220[,85,0,0,0,0,0,0,0
5813,21_station_wedel_21.2,525,Train,[220-1000[,37,0,0,0,0,0,0,0
5814,21_station_wedel_21.2,537,Train,[0-20[,146730,0,10379,0,5135,0,0,0
5815,21_station_wedel_21.2,537,Train,[20-40[,25697,364,2302,0,1734,0,0,0
5816,21_station_wedel_21.2,537,Train,[40-60[,4241,96,1165,0,267,0,0,0
5817,21_station_wedel_21.2,537,Train,[60-80[,1858,0,293,0,0,0,0,0
5818,21_station_wedel_21.2,537,Train,[80-100[,1260,0,0,0,0,0,0,647
5819,21_station_wedel_21.2,537,Train,[100-140[,10018,0,0,0,0,0,0,0
5820,21_station_wedel_21.2,537,Train,[140-180[,723,0,0,0,0,0,0,0
5821,21_station_wedel_21.2,537,Train,[180-220[,94,0,0,0,0,0,0,0
5822,21_station_wedel_21.2,537,Train,[220-1000[,42,0,0,0,0,0,0,0
5823,21_station_wedel_21.2,528,Train,[0-20[,146123,0,10387,0,4824,0,0,0
5824,21_station_wedel_21.2,528,Train,[20-40[,26373,0,2348,0,1687,0,0,0
5825,21_station_wedel_21.2,528,Train,[40-60[,4490,455,1233,0,293,0,0,0
5826,21_station_wedel_21.2,528,Train,[60-80[,1788,0,299,0,0,0,0,0
5827,21_station_wedel_21.2,528,Train,[80-100[,1233,0,0,0,0,0,0,646
5828,21_station_wedel_21.2,528,Train,[100-140[,9885,0,0,0,0,0,0,0
5829,21_station_wedel_21.2,528,Train,[140-180[,790,0,0,0,0,0,0,0
5830,21_station_wedel_21.2,528,Train,[180-220[,174,0,0,0,0,0,0,0
5831,21_station_wedel_21.2,528,Train,[220-1000[,10,0,0,0,0,0,0,0
5832,21_station_wedel_21.2,563,Train,[0-20[,144830,0,10371,0,4885,0,0,0
5833,21_station_wedel_21.2,563,Train,[20-40[,27735,467,2300,0,1701,0,0,0
5834,21_station_wedel_21.2,563,Train,[40-60[,3757,157,1210,0,249,0,0,0
5835,21_station_wedel_21.2,563,Train,[60-80[,1900,0,293,0,0,0,0,0
5836,21_station_wedel_21.2,563,Train,[80-100[,1253,0,0,0,0,0,0,653
5837,21_station_wedel_21.2,563,Train,[100-140[,10249,0,0,0,0,0,0,0
5838,21_station_wedel_21.2,563,Train,[140-180[,798,0,0,0,0,0,0,0
5839,21_station_wedel_21.2,563,Train,[180-220[,88,0,0,0,0,0,0,0
5840,21_station_wedel_21.2,563,Train,[220-1000[,40,0,0,0,0,0,0,0
5841,21_station_wedel_21.2,567,Train,[0-20[,145007,0,10238,0,4912,0,0,0
5842,21_station_wedel_21.2,567,Train,[20-40[,27152,586,2218,0,1675,0,0,0
5843,21_station_wedel_21.2,567,Train,[40-60[,3779,179,1257,0,262,0,0,0
5844,21_station_wedel_21.2,567,Train,[60-80[,2054,0,299,0,0,0,0,0
5845,21_station_wedel_21.2,567,Train,[80-100[,1275,0,0,0,0,0,0,648
5846,21_station_wedel_21.2,567,Train,[100-140[,10449,0,0,0,0,0,0,0
5847,21_station_wedel_21.2,567,Train,[140-180[,819,0,0,0,0,0,0,0
5848,21_station_wedel_21.2,567,Train,[180-220[,92,0,0,0,0,0,0,0
5849,21_station_wedel_21.2,567,Train,[220-1000[,35,0,0,0,0,0,0,0
5850,21_station_wedel_21.2,485,Train,[0-20[,146511,0,10290,0,4822,0,0,0
5851,21_station_wedel_21.2,485,Train,[20-40[,25670,0,2299,0,1706,0,0,0
5852,21_station_wedel_21.2,485,Train,[40-60[,4195,491,1161,0,281,0,0,0
5853,21_station_wedel_21.2,485,Train,[60-80[,1821,0,294,0,0,0,0,0
5854,21_station_wedel_21.2,485,Train,[80-100[,1262,0,0,0,0,0,0,643
5855,21_station_wedel_21.2,485,Train,[100-140[,10371,0,0,0,0,0,0,0
5856,21_station_wedel_21.2,485,Train,[140-180[,718,0,0,0,0,0,0,0
5857,21_station_wedel_21.2,485,Train,[180-220[,110,0,0,0,0,0,0,0
5858,21_station_wedel_21.2,485,Train,[220-1000[,39,0,0,0,0,0,0,0
5859,21_station_wedel_21.2,523,Train,[0-20[,146457,0,10343,0,4938,0,0,0
5860,21_station_wedel_21.2,523,Train,[20-40[,25711,0,2309,0,1701,0,0,0
5861,21_station_wedel_21.2,523,Train,[40-60[,4452,460,1245,0,245,0,0,0
5862,21_station_wedel_21.2,523,Train,[60-80[,1869,0,303,0,0,0,0,0
5863,21_station_wedel_21.2,523,Train,[80-100[,1230,0,0,0,0,0,0,663
5864,21_station_wedel_21.2,523,Train,[100-140[,10094,0,0,0,0,0,0,0
5865,21_station_wedel_21.2,523,Train,[140-180[,860,0,0,0,0,0,0,0
5866,21_station_wedel_21.2,523,Train,[180-220[,115,0,0,0,0,0,0,0
5867,21_station_wedel_21.2,523,Train,[220-1000[,41,0,0,0,0,0,0,0
5868,21_station_wedel_21.2,517,Train,[0-20[,146628,0,10264,0,5015,0,0,0
5869,21_station_wedel_21.2,517,Train,[20-40[,25642,0,2270,0,1914,0,0,0
5870,21_station_wedel_21.2,517,Train,[40-60[,4411,498,1203,0,298,0,0,0
5871,21_station_wedel_21.2,517,Train,[60-80[,1896,0,318,0,0,0,0,0
5872,21_station_wedel_21.2,517,Train,[80-100[,1288,0,0,0,0,0,0,650
5873,21_station_wedel_21.2,517,Train,[100-140[,9806,0,0,0,0,0,0,0
5874,21_station_wedel_21.2,517,Train,[140-180[,690,0,0,0,0,0,0,0
5875,21_station_wedel_21.2,517,Train,[180-220[,88,0,0,0,0,0,0,0
